user_id,movie_id,movie_title,rating,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,timestamp
450,1,Toy Story (1995),1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,887835272
450,2,GoldenEye (1995),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882474001
450,3,Four Rooms (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882398220
450,4,Get Shorty (1995),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,882373865
450,7,Twelve Monkeys (1995),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,882376885
450,10,Richard III (1995),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882398567
450,11,Seven (Se7en) (1995),2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,882376365
450,12,"Usual Suspects, The (1995)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,882373231
450,13,Mighty Aphrodite (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882373297
450,15,Mr. Holland's Opus (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882812350
450,22,Braveheart (1995),2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882373865
450,23,Taxi Driver (1976),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,887136837
450,25,"Birdcage, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882376188
450,26,"Brothers McMullen, The (1995)",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882396489
450,28,Apollo 13 (1995),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,882377861
450,29,Batman Forever (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,887661438
450,33,Desperado (1995),2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,882398083
450,35,Free Willy 2: The Adventure Home (1995),-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882468790
450,38,"Net, The (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,882474001
450,39,Strange Days (1995),1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,882376282
450,43,Disclosure (1994),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,887139080
450,44,Dolores Claiborne (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,882376658
450,47,Ed Wood (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,882394180
450,49,I.Q. (1994),2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882469728
450,50,Star Wars (1977),2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,882371415
450,51,Legends of the Fall (1994),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,882377358
450,54,Outbreak (1995),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,887138820
450,56,Pulp Fiction (1994),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,882371645
450,58,Quiz Show (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882373464
450,59,Three Colors: Red (1994),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882371904
450,60,Three Colors: Blue (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882472089
450,61,Three Colors: White (1994),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882376446
450,63,"Santa Clause, The (1994)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882469941
450,64,"Shawshank Redemption, The (1994)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882373656
450,65,What's Eating Gilbert Grape (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,882376885
450,66,While You Were Sleeping (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882398770
450,67,Ace Ventura: Pet Detective (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882469941
450,69,Forrest Gump (1994),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,882373532
450,70,Four Weddings and a Funeral (1994),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882374497
450,71,"Lion King, The (1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,882377358
450,73,Maverick (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,887661438
450,76,Carlito's Way (1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,882395913
450,77,"Firm, The (1993)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,887139143
450,78,Free Willy (1993),-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882396245
450,79,"Fugitive, The (1993)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882376446
450,80,Hot Shots! Part Deux (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,882471737
450,81,"Hudsucker Proxy, The (1994)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882376188
450,82,Jurassic Park (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,887834953
450,83,Much Ado About Nothing (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882372027
450,86,"Remains of the Day, The (1993)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,887660440
450,87,Searching for Bobby Fischer (1993),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882374059
450,88,Sleepless in Seattle (1993),2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882396799
450,89,Blade Runner (1982),2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,882371311
450,90,So I Married an Axe Murderer (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,887660650
450,91,"Nightmare Before Christmas, The (1993)",1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,887660763
450,92,True Romance (1993),1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,887660650
450,94,Home Alone (1990),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882468239
450,95,Aladdin (1992),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,882395167
450,96,Terminator 2: Judgment Day (1991),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,887834823
450,97,Dances with Wolves (1990),1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,882396351
450,98,"Silence of the Lambs, The (1991)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,882371732
450,99,Snow White and the Seven Dwarfs (1937),1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,882376803
450,100,Fargo (1996),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,882374059
450,101,Heavy Metal (1981),2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,882399359
450,102,"Aristocats, The (1970)",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882468047
450,110,Operation Dumbo Drop (1995),1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,882469250
450,111,"Truth About Cats & Dogs, The (1996)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882377590
450,112,Flipper (1996),-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882468307
450,114,Wallace & Gromit: The Best of Aardman Animation (1996),2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887660504
450,117,"Rock, The (1996)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882397373
450,118,Twister (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882395166
450,121,Independence Day (ID4) (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,882395537
450,123,"Frighteners, The (1996)",-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,882373464
450,125,Phenomenon (1996),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882376803
450,126,"Spitfire Grill, The (1996)",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882396051
450,127,"Godfather, The (1972)",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,882373155
450,131,Breakfast at Tiffany's (1961),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882377861
450,132,"Wizard of Oz, The (1939)",2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,882374422
450,133,Gone with the Wind (1939),2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,882373019
450,134,Citizen Kane (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882373597
450,135,2001: A Space Odyssey (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,882373231
450,136,Mr. Smith Goes to Washington (1939),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882812349
450,139,"Love Bug, The (1969)",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882812558
450,140,Homeward Bound: The Incredible Journey (1993),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882376585
450,141,"20,000 Leagues Under the Sea (1954)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,882377726
450,142,Bedknobs and Broomsticks (1971),2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,887835352
